time,mult
00:01:00,0.055
00:02:00,0.055
00:03:00,0.055
00:04:00,0.055
00:05:00,0.055
00:06:00,0.055
00:07:00,0.055
00:08:00,0.163
00:09:00,0.163
00:10:00,0.163
00:11:00,0.163
00:12:00,0.163
00:13:00,0.163
00:14:00,0.163
00:15:00,0.163
00:16:00,0.163
00:17:00,0.163
00:18:00,0.163
00:19:00,0.163
00:20:00,0.163
00:21:00,0.163
00:22:00,0.163
00:23:00,0.163
00:24:00,0.163
00:25:00,0.163
00:26:00,0.055
00:27:00,0.055
00:28:00,0.055
00:29:00,0.055
00:30:00,0.055
00:31:00,0.055
00:32:00,0.055
00:33:00,0.055
00:34:00,0.055
00:35:00,0.055
00:36:00,0.055
00:37:00,0.055
00:38:00,0.055
00:39:00,0.055
00:40:00,0.055
00:41:00,0.055
00:42:00,0.055
00:43:00,0.055
00:44:00,0.055
00:45:00,0.055
00:46:00,0.055
00:47:00,0.055
00:48:00,0.055
00:49:00,0.055
00:50:00,0.055
00:51:00,0.055
00:52:00,0.055
00:53:00,0.055
00:54:00,0.055
00:55:00,0.055
00:56:00,0.055
00:57:00,0.055
00:58:00,0.055
00:59:00,0.055
01:00:00,0.055
01:01:00,0.055
01:02:00,0.055
01:03:00,0.055
01:04:00,0.055
01:05:00,0.055
01:06:00,0.055
01:07:00,0.055
01:08:00,0.055
01:09:00,0.055
01:10:00,0.055
01:11:00,0.055
01:12:00,0.055
01:13:00,0.055
01:14:00,0.055
01:15:00,0.055
01:16:00,0.055
01:17:00,0.055
01:18:00,0.163
01:19:00,0.163
01:20:00,0.163
01:21:00,0.163
01:22:00,0.163
01:23:00,0.163
01:24:00,0.163
01:25:00,0.163
01:26:00,0.163
01:27:00,0.163
01:28:00,0.163
01:29:00,0.163
01:30:00,0.163
01:31:00,0.163
01:32:00,0.163
01:33:00,0.163
01:34:00,0.163
01:35:00,0.163
01:36:00,0.055
01:37:00,0.055
01:38:00,0.055
01:39:00,0.055
01:40:00,0.055
01:41:00,0.055
01:42:00,0.055
01:43:00,0.055
01:44:00,0.055
01:45:00,0.055
01:46:00,0.055
01:47:00,0.055
01:48:00,0.055
01:49:00,0.055
01:50:00,0.055
01:51:00,0.055
01:52:00,0.055
01:53:00,0.055
01:54:00,0.055
01:55:00,0.055
01:56:00,0.055
01:57:00,0.055
01:58:00,0.055
01:59:00,0.055
02:00:00,0.055
02:01:00,0.055
02:02:00,0.055
02:03:00,0.055
02:04:00,0.055
02:05:00,0.055
02:06:00,0.055
02:07:00,0.055
02:08:00,0.055
02:09:00,0.055
02:10:00,0.055
02:11:00,0.055
02:12:00,0.055
02:13:00,0.055
02:14:00,0.055
02:15:00,0.055
02:16:00,0.163
02:17:00,0.163
02:18:00,0.163
02:19:00,0.163
02:20:00,0.163
02:21:00,0.163
02:22:00,0.163
02:23:00,0.163
02:24:00,0.163
02:25:00,0.163
02:26:00,0.163
02:27:00,0.163
02:28:00,0.163
02:29:00,0.163
02:30:00,0.163
02:31:00,0.163
02:32:00,0.163
02:33:00,0.163
02:34:00,0.055
02:35:00,0.055
02:36:00,0.055
02:37:00,0.055
02:38:00,0.055
02:39:00,0.055
02:40:00,0.055
02:41:00,0.055
02:42:00,0.055
02:43:00,0.055
02:44:00,0.055
02:45:00,0.055
02:46:00,0.055
02:47:00,0.055
02:48:00,0.055
02:49:00,0.055
02:50:00,0.055
02:51:00,0.055
02:52:00,0.055
02:53:00,0.055
02:54:00,0.055
02:55:00,0.055
02:56:00,0.055
02:57:00,0.055
02:58:00,0.055
02:59:00,0.055
03:00:00,0.055
03:01:00,0.055
03:02:00,0.055
03:03:00,0.055
03:04:00,0.055
03:05:00,0.055
03:06:00,0.055
03:07:00,0.055
03:08:00,0.055
03:09:00,0.055
03:10:00,0.055
03:11:00,0.055
03:12:00,0.055
03:13:00,0.055
03:14:00,0.055
03:15:00,0.055
03:16:00,0.055
03:17:00,0.055
03:18:00,0.055
03:19:00,0.055
03:20:00,0.055
03:21:00,0.055
03:22:00,0.055
03:23:00,0.055
03:24:00,0.055
03:25:00,0.055
03:26:00,0.055
03:27:00,0.055
03:28:00,0.055
03:29:00,0.055
03:30:00,0.055
03:31:00,0.055
03:32:00,0.055
03:33:00,0.055
03:34:00,0.055
03:35:00,0.055
03:36:00,0.055
03:37:00,0.055
03:38:00,0.055
03:39:00,0.055
03:40:00,0.055
03:41:00,0.055
03:42:00,0.055
03:43:00,0.055
03:44:00,0.055
03:45:00,0.055
03:46:00,0.055
03:47:00,0.055
03:48:00,0.055
03:49:00,0.055
03:50:00,0.163
03:51:00,0.163
03:52:00,0.163
03:53:00,0.163
03:54:00,0.163
03:55:00,0.163
03:56:00,0.163
03:57:00,0.163
03:58:00,0.163
03:59:00,0.163
04:00:00,0.163
04:01:00,0.163
04:02:00,0.163
04:03:00,0.163
04:04:00,0.163
04:05:00,0.163
04:06:00,0.163
04:07:00,0.163
04:08:00,0.055
04:09:00,0.055
04:10:00,0.055
04:11:00,0.055
04:12:00,0.055
04:13:00,0.055
04:14:00,0.055
04:15:00,0.055
04:16:00,0.055
04:17:00,0.055
04:18:00,0.055
04:19:00,0.055
04:20:00,0.055
04:21:00,0.055
04:22:00,0.055
04:23:00,0.055
04:24:00,0.055
04:25:00,0.055
04:26:00,0.055
04:27:00,0.055
04:28:00,0.055
04:29:00,0.055
04:30:00,0.055
04:31:00,0.055
04:32:00,0.055
04:33:00,0.055
04:34:00,0.055
04:35:00,0.055
04:36:00,0.055
04:37:00,0.055
04:38:00,0.055
04:39:00,0.055
04:40:00,0.055
04:41:00,0.055
04:42:00,0.055
04:43:00,0.055
04:44:00,0.055
04:45:00,0.055
04:46:00,0.055
04:47:00,0.055
04:48:00,0.055
04:49:00,0.055
04:50:00,0.163
04:51:00,0.163
04:52:00,0.163
04:53:00,0.163
04:54:00,0.163
04:55:00,0.163
04:56:00,0.163
04:57:00,0.163
04:58:00,0.163
04:59:00,0.163
05:00:00,0.163
05:01:00,0.163
05:02:00,0.163
05:03:00,0.163
05:04:00,0.163
05:05:00,0.163
05:06:00,0.163
05:07:00,0.163
05:08:00,0.055
05:09:00,0.055
05:10:00,0.055
05:11:00,0.055
05:12:00,0.055
05:13:00,0.055
05:14:00,0.055
05:15:00,0.055
05:16:00,0.055
05:17:00,0.055
