time,mult
00:01:00,0.043
00:02:00,0.043
00:03:00,0.043
00:04:00,0.043
00:05:00,0.043
00:06:00,0.043
00:07:00,0.043
00:08:00,0.043
00:09:00,0.043
00:10:00,0.043
00:11:00,0.043
00:12:00,0.043
00:13:00,0.043
00:14:00,0.043
00:15:00,0.043
00:16:00,0.043
00:17:00,0.043
00:18:00,0.043
00:19:00,0.043
00:20:00,0.043
00:21:00,0.043
00:22:00,0.043
00:23:00,0.043
00:24:00,0.043
00:25:00,0.043
00:26:00,0.043
00:27:00,0.043
00:28:00,0.043
00:29:00,0.043
00:30:00,0.213
00:31:00,0.213
00:32:00,0.213
00:33:00,0.213
00:34:00,0.213
00:35:00,0.213
00:36:00,0.213
00:37:00,0.213
00:38:00,0.213
00:39:00,0.213
00:40:00,0.213
00:41:00,0.213
00:42:00,0.213
00:43:00,0.213
00:44:00,0.043
00:45:00,0.043
00:46:00,0.043
00:47:00,0.043
00:48:00,0.043
00:49:00,0.043
00:50:00,0.043
00:51:00,0.043
00:52:00,0.043
00:53:00,0.043
00:54:00,0.201
00:55:00,0.201
00:56:00,0.201
00:57:00,0.201
00:58:00,0.201
00:59:00,0.201
01:00:00,0.201
01:01:00,0.201
01:02:00,0.201
01:03:00,0.201
01:04:00,0.201
01:05:00,0.387
01:06:00,0.387
01:07:00,0.387
01:08:00,0.387
01:09:00,0.387
01:10:00,0.387
01:11:00,0.387
01:12:00,0.387
01:13:00,0.387
01:14:00,0.229
01:15:00,0.229
01:16:00,0.229
01:17:00,0.229
01:18:00,0.229
01:19:00,0.229
01:20:00,0.229
01:21:00,0.229
01:22:00,0.229
01:23:00,0.229
01:24:00,0.229
01:25:00,0.229
01:26:00,0.229
01:27:00,0.043
01:28:00,0.043
01:29:00,0.043
01:30:00,0.043
01:31:00,0.043
01:32:00,0.043
01:33:00,0.043
01:34:00,0.043
01:35:00,0.043
01:36:00,0.043
01:37:00,0.043
01:38:00,0.043
01:39:00,0.043
01:40:00,0.043
01:41:00,0.043
01:42:00,0.043
01:43:00,0.043
01:44:00,0.043
01:45:00,0.043
01:46:00,0.213
01:47:00,0.213
01:48:00,0.213
01:49:00,0.213
01:50:00,0.213
01:51:00,0.213
01:52:00,0.213
01:53:00,0.213
01:54:00,0.213
01:55:00,0.213
01:56:00,0.213
01:57:00,0.213
01:58:00,0.213
01:59:00,0.213
02:00:00,0.043
02:01:00,0.043
02:02:00,0.043
02:03:00,0.043
02:04:00,0.043
02:05:00,0.043
02:06:00,0.043
02:07:00,0.043
02:08:00,0.043
02:09:00,0.043
02:10:00,0.043
02:11:00,0.043
02:12:00,0.043
02:13:00,0.043
02:14:00,0.043
02:15:00,0.043
02:16:00,0.043
02:17:00,0.043
02:18:00,0.043
02:19:00,0.043
02:20:00,0.043
02:21:00,0.043
02:22:00,0.043
02:23:00,0.043
02:24:00,0.043
02:25:00,0.043
02:26:00,0.043
02:27:00,0.043
02:28:00,0.201
02:29:00,0.201
02:30:00,0.201
02:31:00,0.201
02:32:00,0.201
02:33:00,0.201
02:34:00,0.201
02:35:00,0.201
02:36:00,0.201
02:37:00,0.201
02:38:00,0.201
02:39:00,0.201
02:40:00,0.387
02:41:00,0.387
02:42:00,0.387
02:43:00,0.387
02:44:00,0.387
02:45:00,0.387
02:46:00,0.387
02:47:00,0.387
02:48:00,0.229
02:49:00,0.229
02:50:00,0.229
02:51:00,0.229
02:52:00,0.229
02:53:00,0.229
02:54:00,0.229
02:55:00,0.229
02:56:00,0.229
02:57:00,0.229
02:58:00,0.229
02:59:00,0.229
03:00:00,0.229
03:01:00,0.229
03:02:00,0.043
03:03:00,0.043
03:04:00,0.043
03:05:00,0.213
03:06:00,0.213
03:07:00,0.213
03:08:00,0.213
03:09:00,0.213
03:10:00,0.213
03:11:00,0.213
03:12:00,0.213
03:13:00,0.213
03:14:00,0.213
03:15:00,0.213
03:16:00,0.213
03:17:00,0.213
03:18:00,0.213
03:19:00,0.043
03:20:00,0.043
03:21:00,0.043
03:22:00,0.043
03:23:00,0.043
03:24:00,0.043
03:25:00,0.043
03:26:00,0.043
03:27:00,0.043
03:28:00,0.043
03:29:00,0.043
03:30:00,0.043
03:31:00,0.043
03:32:00,0.043
03:33:00,0.043
03:34:00,0.043
03:35:00,0.043
03:36:00,0.043
03:37:00,0.043
03:38:00,0.043
03:39:00,0.043
03:40:00,0.043
03:41:00,0.043
03:42:00,0.043
03:43:00,0.043
03:44:00,0.043
03:45:00,0.043
03:46:00,0.043
03:47:00,0.043
03:48:00,0.043
03:49:00,0.043
03:50:00,0.043
03:51:00,0.043
03:52:00,0.043
03:53:00,0.043
03:54:00,0.043
03:55:00,0.043
03:56:00,0.043
03:57:00,0.043
03:58:00,0.043
03:59:00,0.043
04:00:00,0.043
04:01:00,0.229
04:02:00,0.229
04:03:00,0.229
04:04:00,0.229
04:05:00,0.229
04:06:00,0.229
04:07:00,0.229
04:08:00,0.229
04:09:00,0.229
04:10:00,0.229
04:11:00,0.229
04:12:00,0.229
04:13:00,0.229
04:14:00,0.229
04:15:00,0.229
04:16:00,0.229
04:17:00,0.229
04:18:00,0.229
04:19:00,0.229
04:20:00,0.399
04:21:00,0.399
04:22:00,0.399
04:23:00,0.213
